baseline,fold,ticker,CAGR,AnnVol,Sharpe,Sortino,MaxDrawdown,Calmar,WinRate,FinalEquity,TotalReturn,Turnover,Gross_CAGR,Gross_AnnVol,Gross_Sharpe,Gross_Sortino,Gross_MaxDrawdown,Gross_Calmar,Gross_WinRate,Gross_FinalEquity,Gross_TotalReturn,test_start,test_end
RandomForest,0,JPM,-0.0977018464984114,0.09762878284068585,-1.003784212072121,-1.126771072286928,-0.3819785828217904,-0.25577833651472953,0.4284412032816773,63658.914665891156,-0.36341085334108847,0.2912579942659346,-0.050109563031180415,0.09755986321240562,-0.47786373551268946,-0.5188849995120263,-0.2527662017595802,-0.1982447126330694,0.48256880733944957,79785.31110079393,-0.20214688899206068,2003-12-30,2008-05-22
RandomForest,0,BAC,0.008365609707457589,0.07474247279444807,0.1488467373483833,0.18792754188272623,-0.1305584589731984,0.0640755855518708,0.44940747493163175,103727.39467070853,0.03727394670708528,0.2767535304029447,0.058812499440847654,0.07469313931565866,0.8025435338385434,0.9747686346667745,-0.09455175159250118,0.6220138543209391,0.515179392824287,128536.53346040695,0.28536533460406943,2003-12-30,2008-05-22
RandomForest,0,MS,0.14761131904997615,0.12689502906195552,1.147476498229019,1.931344443641706,-0.08353987486911085,1.766956429863602,0.4603463992707384,183092.31495127603,0.8309231495127603,0.22987633763411536,0.19505845666681165,0.12701054601992537,1.4656991516289974,2.4201846853620212,-0.08182661294839344,2.383802159693833,0.5027472527472527,218755.75034661382,1.187557503466138,2003-12-30,2008-05-22
RandomForest,0,CAT,-0.008655987116258701,0.09550797223514647,-0.043228395954033966,-0.053975230182154096,-0.16817262170012026,-0.051470846019715175,0.4658158614402917,96253.00037564927,-0.03746999624350733,0.24126081949421982,0.034443888158412594,0.09550552367022772,0.4023825077482135,0.4920347016441428,-0.13883362578002767,0.24809471023242285,0.510989010989011,116039.40082025879,0.16039400820258787,2003-12-30,2008-05-22
RandomForest,0,RTX,-0.011657541620204936,0.06876561815119409,-0.13625768046493628,-0.18492489819266242,-0.14539942098383496,-0.08017598379226686,0.4658158614402917,94979.3443346286,-0.050206556653714096,0.2610808948741016,0.03493732959985962,0.0685645264939584,0.535040903899552,0.7132663593342142,-0.10120169364015696,0.3452247521082636,0.5219378427787934,116282.75155947225,0.16282751559472253,2003-12-30,2008-05-22
RandomForest,0,BA,0.05497418164819723,0.08505984796050792,0.6715678254542266,0.9129284516897057,-0.14781940951417738,0.37190096908704434,0.4949863263445761,126502.190152358,0.26502190152357996,0.31095573776113045,0.11444183294547372,0.0850456270949402,1.316658517249394,1.7723939368078045,-0.1054973354384876,1.084784108241306,0.5347349177330896,160959.4434012072,0.6095944340120718,2003-12-30,2008-05-22
LSTM,0,NVDA,0.10407255188099263,0.1978122539146404,0.599454846246235,0.7758640786438493,-0.18350058076940268,0.5671510762779337,0.5150410209662717,154483.59659409279,0.5448359659409279,0.07493042975475157,0.11875455978925298,0.19782670624171655,0.6662257314425605,0.8554786170267243,-0.18032678960898696,0.6585519547414745,0.5294659300184162,163713.72688375012,0.6371372688375012,2003-12-30,2008-05-22
LSTM,0,AAPL,-0.11486757455273477,0.16979156479265284,-0.6328730730190303,-0.7297511862502223,-0.4768350276990081,-0.24089584002885475,0.48587055606198726,58507.941132538464,-0.41492058867461534,0.11823107285086486,-0.09619998039135169,0.1697652342715618,-0.5101194511569694,-0.5830941342251791,-0.4387383306049927,-0.21926504634025923,0.5041246562786434,64125.69619949586,-0.35874303800504137,2003-12-30,2008-05-22
LSTM,0,MSFT,-0.0852402775667479,0.09667487480390687,-0.8731800965711871,-1.035913378572029,-0.35765737278166043,-0.238329429374813,0.43391066545123064,67612.55194388451,-0.323874480561155,0.15479803168438502,-0.05990650278419407,0.09665701416272468,-0.5908335181139995,-0.6783689711518688,-0.27649326425633536,-0.2166653243626763,0.4762348555452004,76233.21736618402,-0.23766782633815975,2003-12-30,2008-05-22
LSTM,0,JPM,-0.011474916354904163,0.09837990038536766,-0.06859447147177117,-0.09173853198063106,-0.17833580218513612,-0.06434443456839746,0.4430264357338195,95056.46411592502,-0.04943535884074979,0.1777244719530241,0.0199856472631752,0.09860368597416692,0.24950669276784626,0.32535722249040583,-0.1633328672341673,0.12236145487192207,0.4853211009174312,109081.84642193142,0.09081846421931417,2003-12-30,2008-05-22
LSTM,0,BAC,0.03699958555217364,0.07517760945744922,0.5208248484585395,0.6750857529671764,-0.1511737262717836,0.24474878316920584,0.4968094804010939,117304.0644667927,0.1730406446679269,0.1093006081376872,0.05718998363455419,0.07510308947020937,0.7780637885984475,0.9944554979501788,-0.12905730866572263,0.4431363417215265,0.5188592456301748,127673.52617181973,0.2767352617181973,2003-12-30,2008-05-22
LSTM,0,MS,-0.10062807820699127,0.1496804761677342,-0.6317941454223795,-0.675212368537127,-0.4031174691853251,-0.24962470222477395,0.4639927073837739,62756.979705566104,-0.37243020294433893,0.09473933417249025,-0.08546154270836881,0.1496577243431353,-0.5202219285405855,-0.5472998479346448,-0.37357783090706986,-0.22876502735952758,0.48626373626373626,67540.73909357496,-0.32459260906425047,2003-12-30,2008-05-22
LSTM,0,CAT,-0.08880220061685096,0.10483827633782339,-0.8344897993931775,-1.0550855420781045,-0.4003949537839754,-0.22178651298578128,0.4621695533272562,66463.65105338681,-0.3353634894661318,0.11192393003113542,-0.07061814134992528,0.10474830327375398,-0.6467225607973961,-0.808654968357586,-0.3621367511451149,-0.19500407270630007,0.489010989010989,72490.58828965422,-0.2750941171034579,2003-12-30,2008-05-22
LSTM,0,RTX,0.01649806230404116,0.07329719454420953,0.2597625440462066,0.35446632501065384,-0.10309410802106722,0.16002914832601095,0.49134001823154055,107452.88524658036,0.07452885246580365,0.15532946430514494,0.04473608632471948,0.07324907307880084,0.6340009678992302,0.858498988341737,-0.07136175403163192,0.6268916302826539,0.5191956124314442,121197.38819173658,0.21197388191736577,2003-12-30,2008-05-22
LSTM,0,BA,-0.004655782842373779,0.08086359487322613,-0.01732885959129468,-0.023949649124829418,-0.19876635081219007,-0.02342339547589182,0.4576116681859617,97970.87477291611,-0.020291252270838833,0.14560936961006488,0.021240200294419642,0.080870640638541,0.3002847352990634,0.4107870132033876,-0.15765879369613822,0.13472258537862902,0.49177330895795246,109672.4562212355,0.09672456221235493,2003-12-30,2008-05-22
TCN,0,NVDA,0.04482706986857932,0.18447475932066254,0.3296828884084611,0.4462275647223505,-0.20721908088428465,0.21632694092303048,0.4995442114858706,121243.76071793961,0.21243760717939608,0.15342947526302145,0.07348972484581018,0.1844582153106943,0.4764392346508491,0.6403688577504115,-0.19169762639762777,0.38336272715956593,0.5156537753222836,136549.6964893295,0.3654969648932951,2003-12-30,2008-05-22
TCN,0,AAPL,-0.13817342113532127,0.16532687481049127,-0.8158014388073194,-0.9446428440906823,-0.5607883276619141,-0.24639139996263035,0.47037374658158615,52036.583473630904,-0.47963416526369096,0.15750054916649356,-0.11387165773304753,0.1652766819376869,-0.6479486653254729,-0.7413359372600917,-0.5164054162025862,-0.2205082560334255,0.4940421631530706,58797.67924534378,-0.4120232075465622,2003-12-30,2008-05-22
TCN,0,MSFT,-0.08207085494452837,0.0963258853396112,-0.8406303334648721,-1.018856186055958,-0.36393715971284757,-0.2255083130540548,0.44667274384685507,68647.69348317989,-0.31352306516820116,0.10051335730730093,-0.06564746749504324,0.09635401157670645,-0.6563702315080123,-0.7776538719844632,-0.314072173405038,-0.2090203241609121,0.4808946877912395,74209.24488272874,-0.2579075511727126,2003-12-30,2008-05-22
TCN,0,JPM,-0.03552147066280609,0.08836443909705224,-0.3653489229698143,-0.48655161985222023,-0.21419752988404206,-0.16583510875235577,0.45214220601640837,85309.90884413352,-0.1469009115586648,0.2623639934279916,0.010178659657436917,0.08824102371065215,0.15862413194179947,0.20522660311112886,-0.09359812226122044,0.10874854549997888,0.5055045871559632,104549.17710598189,0.04549177105981883,2003-12-30,2008-05-22
TCN,0,BAC,-0.03453942373756569,0.07756931612124097,-0.41420386082887456,-0.4689726033984127,-0.176056354900467,-0.19618390802815644,0.47128532360984504,85692.14904901183,-0.14307850950988166,0.1432906140484093,-0.009824811837397696,0.07760040103395906,-0.08831199078642754,-0.09709807062369495,-0.13444284186948463,-0.07307798392818485,0.516099356025759,95755.47222926213,-0.042445277707378715,2003-12-30,2008-05-22
TCN,0,MS,-0.016400930887836673,0.11772358297627099,-0.08172001077966012,-0.10304776855357184,-0.1896733097460943,-0.08646936624763778,0.463081130355515,92993.15428378225,-0.07006845716217747,0.22421775255961846,0.023288279731481287,0.11767602515398659,0.2543563061592892,0.31345135697164733,-0.145297810953959,0.16027963242240947,0.5036630036630036,110641.94086192976,0.10641940861929755,2003-12-30,2008-05-22
TCN,0,CAT,-0.024737282049881792,0.11073564211523654,-0.17083242636386686,-0.2215597644232189,-0.222205123223996,-0.11132633528411107,0.4649042844120328,89580.36785206645,-0.10419632147933544,0.14408829292467773,0.0003758533446227563,0.11068925079507717,0.05872238178249161,0.0752172077880354,-0.16321325988776547,0.002302835841163972,0.4899267399267399,100165.21231012858,0.0016521231012858184,2003-12-30,2008-05-22
TCN,0,RTX,0.04459034302017173,0.07430838815768692,0.6241517249133616,0.8784629615738268,-0.09776744404973703,0.4560858008877411,0.4986326344576117,121123.13423883212,0.2112313423883212,0.15470010814925003,0.07349023990981762,0.07421086627132088,0.9926956983946333,1.3871492940786192,-0.08486432065942262,0.8659733482666827,0.5237659963436929,136549.98429641628,0.3654998429641627,2003-12-30,2008-05-22
TCN,0,BA,-0.10523833550126527,0.07876680353078398,-1.3720136281985598,-1.719035169705735,-0.4070825949690029,-0.258518386199436,0.41841385597082953,61356.04677521099,-0.38643953224789007,0.3135396194909366,-0.05432835823616744,0.0786380267261517,-0.67093162445958,-0.8265386458369544,-0.24499316674910288,-0.22175458588118513,0.47989031078610606,78240.36952267431,-0.21759630477325687,2003-12-30,2008-05-22
TFT,0,NVDA,0.15730644755288048,0.24098387869073654,0.7241013209991045,1.086913655596473,-0.25743836587585234,0.6110450826460742,0.512306289881495,189985.14166791041,0.8998514166791041,0.04122741151383267,0.16574922540910908,0.24098427314618504,0.7542785175040286,1.1279761627049112,-0.2540483437840959,0.6524318282900194,0.5220994475138122,196149.33743396157,0.9614933743396157,2003-12-30,2008-05-22
TFT,0,AAPL,0.01380055642164102,0.17241296859585467,0.16507202874765042,0.24331881501014266,-0.2910318041515919,0.04741940992281593,0.4667274384685506,106205.88765292402,0.06205887652924025,0.05062900514228102,0.022894011917913293,0.17241875457166292,0.21686454648458747,0.3182913416739653,-0.2870896899886254,0.07974515531651577,0.47937671860678277,110454.79668487799,0.10454796684877987,2003-12-30,2008-05-22
TFT,0,MSFT,-0.1289853450627253,0.10200610346670157,-1.3020838963630128,-1.469684422066947,-0.4755056194457813,-0.27125934960150905,0.4658158614402917,54518.063724023035,-0.45481936275976964,0.04273582546422166,-0.12238967096183784,0.10199537609100273,-1.2283096532833329,-1.372301706025206,-0.4584945721781053,-0.2669381021904328,0.4771668219944082,56355.01661895291,-0.43644983381047087,2003-12-30,2008-05-22
TFT,0,JPM,-0.0697112283823087,0.11488830414298587,-0.5709310347777722,-0.6027225000194347,-0.3650314296278997,-0.19097322236983783,0.5059252506836828,72801.84521810181,-0.2719815478189819,0.04124865416815706,-0.06291473055976038,0.11488082130413538,-0.5076307351474008,-0.5321156381011835,-0.3540829647469631,-0.17768358498896122,0.5146788990825688,75167.42384458365,-0.24832576155416353,2003-12-30,2008-05-22
TFT,0,BAC,0.03817452599057991,0.07854072081110389,0.5162198476715232,0.6780225681782202,-0.11048033557488723,0.3455323138904113,0.5050136736554239,117889.0324710255,0.1788903247102549,0.04400944486585295,0.0462645943104405,0.07853673340554694,0.6150949105306721,0.8011295472728868,-0.1060759129033021,0.4361460867427548,0.5188592456301748,121978.25917192579,0.21978259171925796,2003-12-30,2008-05-22
TFT,0,MS,-0.015773709945118508,0.13265020327732274,-0.05341550608947844,-0.06501253724053419,-0.207023332577276,-0.07619290902502801,0.4731084776663628,93253.9318908471,-0.06746068109152892,0.05727189578276557,-0.005779374982903374,0.1326499336004151,0.022745466908699847,0.027394831025234306,-0.20454022297430507,-0.028255444816002742,0.489010989010989,97485.97973986676,-0.02514020260133243,2003-12-30,2008-05-22
TFT,0,CAT,-0.014319487102415596,0.10636148125824409,-0.08242793814519489,-0.10619606271386255,-0.22040692220272395,-0.0649684091557022,0.4986326344576117,93860.72231727604,-0.06139277682723954,0.09429890874472639,0.0022133324868698345,0.10637309436744942,0.07395826878184043,0.09470468732414952,-0.19838034824273765,0.011157014827706658,0.5155677655677655,100975.94249091182,0.009759424909118186,2003-12-30,2008-05-22
TFT,0,RTX,0.017205061096382757,0.07592301710772578,0.2626352339381466,0.34170397371424194,-0.0911770306756825,0.1886995109281559,0.5113947128532361,107781.57766532144,0.07781577665321437,0.05642779012924165,0.0273803191827513,0.07591786968412219,0.3937666014939277,0.5095944046853259,-0.07892661707939652,0.34690856134386155,0.5255941499085923,112598.77615508423,0.12598776155084224,2003-12-30,2008-05-22
TFT,0,BA,0.009551781171635243,0.089376891588934,0.15101612775868073,0.20877734741784507,-0.26577121656729397,0.03593986322148135,0.479489516864175,104264.47173415717,0.0426447173415716,0.0579656893295345,0.019925467256110663,0.08939446678167748,0.2653687697979572,0.3657343523096417,-0.25386972254974804,0.07848697771435145,0.48720292504570384,109053.57717330211,0.09053577173302108,2003-12-30,2008-05-22
SingleAgentA2C,0,PORTFOLIO,0.06746887300335702,0.1321878965864198,0.5601683675561298,0.7303349723958923,-0.2446095047542236,0.2758227774965153,0.5334538878842676,133217.2397235673,0.33217239723567293,0.008079895613770956,0.0686546139453863,0.1318425133187995,0.5697112699711884,0.7431084400002237,-0.24380842886293064,0.2815924546398025,0.5334538878842676,133868.5087730203,0.338685087730203,2003-12-30,2008-05-22
SingleAgentA2C,0,NVDA,0.28269901236656225,0.5036054059971009,0.7546043560877068,1.005514247743918,-0.6538193874941075,0.4323808956630397,0.5187214611872146,33169.132742055845,1.985221946785026,0.0009033423667570009,0.28290834839107326,0.5035974821085615,0.7549326519989824,1.0059394437872944,-0.6538193874941074,0.4327010697485978,0.5187214611872146,33192.91869988883,1.9873626829899949,2003-12-30,2008-05-22
SingleAgentA2C,0,AAPL,-0.31370244014964666,0.19853989902376284,-1.794947601644086,-2.433636697850688,-0.8150434631851342,-0.38489044366262254,0.45545454545454545,2126.082239835555,-0.8086525984148001,0.0013550135501355014,-0.3135390060541293,0.1985462910480873,-1.7936859425234226,-2.432001988564562,-0.814849900151171,-0.38478130266195226,0.45586897179253866,2128.307254078819,-0.8084523471329064,2003-12-30,2008-05-22
SingleAgentA2C,0,MSFT,0.02989170391334328,0.1066077538077742,0.3295240550291204,0.47552633531412497,-0.1405421235791905,0.21268857444366399,0.4939981532779317,12645.877931878616,0.1381290138690754,0.012195121951219513,0.03211076110871525,0.10659617480931324,0.3497408693245324,0.5050967159022625,-0.14054212357919038,0.2284778420230857,0.4944547134935305,12766.010363029629,0.1489409326726665,2003-12-30,2008-05-22
SingleAgentA2C,0,JPM,-0.0332493800160113,0.03943192150129126,-0.8377799462220152,-0.4204310197143897,-0.1746772457746344,-0.1903475170367014,0.3194444444444444,9577.364317065343,-0.13803721146411918,0.028906955736224028,-0.028303964481200983,0.039371015033497464,-0.7095597118627538,-0.3479360559132614,-0.16066956089755124,-0.17616258065987134,0.41964285714285715,9794.459044170108,-0.11849868602469038,2003-12-30,2008-05-22
SingleAgentA2C,0,BAC,-0.01999146901906601,0.03255633325894266,-0.6037648783639845,-0.18043812357034086,-0.10764445984104465,-0.1857175840594752,0.3548387096774194,10167.905515698882,-0.08488850358710065,0.023486901535682024,-0.015922670527081628,0.032563187150440334,-0.47640549088447476,-0.11640362527350401,-0.09747219895364712,-0.16335602046542164,0.5074626865671642,10354.66088428171,-0.06808052041464618,2003-12-30,2008-05-22
SingleAgentA2C,0,MS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11111.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11111.111111111111,0.0,2003-12-30,2008-05-22
SingleAgentA2C,0,CAT,0.18670099186401434,0.25682296848981934,0.7961844451421785,1.0712700136703672,-0.2743562059514977,0.6805058089228003,0.5376930063578564,23568.298217278847,1.121146839555096,0.0009033423667570009,0.18689256730194193,0.2568144902125667,0.7968312149791477,1.0721131494573979,-0.27435620595149735,0.6812040815835678,0.5376930063578564,23585.016542256013,1.122651488803041,2003-12-30,2008-05-22
SingleAgentA2C,0,RTX,-0.06784715175385225,0.09216863450948033,-0.7160679875995293,-1.030942320260877,-0.34285458886983344,-0.1978890000495539,0.48322756119673616,8160.538455657842,-0.2655515389907942,0.005871725383920506,-0.06688287479750843,0.09219219586417744,-0.7046500592195885,-1.015304212133881,-0.3400943699644021,-0.19665975301063968,0.48322756119673616,8197.687072897246,-0.2622081634392478,2003-12-30,2008-05-22
SingleAgentA2C,0,BA,0.17649662026380608,0.22120023361395388,0.8452962095116111,1.4121832435914563,-0.31626549811643623,0.558064731420141,0.5158658204895739,22690.929192985266,1.042183627368674,0.0027100271002710027,0.17705573174417788,0.22121225232988592,0.8474113247483998,1.4160803621820957,-0.31626549811643434,0.5598325862247362,0.5163339382940109,22738.337801306814,1.046450402117613,2003-12-30,2008-05-22
SingleAgentPPO,0,PORTFOLIO,0.05316477437448541,0.10846265598234352,0.5317988084435022,0.7703553240023208,-0.19625065205727632,0.27090240881833666,0.5253164556962026,125551.85695136737,0.2555185695136737,0.002559470039144837,0.05359799312866298,0.10845247645277614,0.5356311382175208,0.7759776802529738,-0.1957784642156689,0.2737685850350711,0.5253164556962026,125778.88744854424,0.2577888744854424,2003-12-30,2008-05-22
SingleAgentPPO,0,NVDA,0.17100574945079328,0.25180270299855045,0.7546043560877068,1.005514247743918,-0.3928116235029665,0.43533780371827985,0.5187214611872146,22229.38787237631,1.0006449085138676,0.00045167118337850043,0.1711001627497335,0.25179874105428074,0.7549326519989824,1.0059394437872944,-0.3928116235029663,0.43557815632826213,0.5187214611872146,22237.262102992903,1.0013535892693612,2003-12-30,2008-05-22
SingleAgentPPO,0,AAPL,-0.3159617785851577,0.19865229905400023,-1.8103944510675634,-2.4574969715164565,-0.8177033292581731,-0.38640148239557826,0.45545454545454545,2095.5069808281396,-0.8114043717254674,0.00045167118337850043,-0.3159071507330147,0.19865195281453163,-1.8099965291462565,-2.456824304228471,-0.8176393677919548,-0.38636489774963484,0.45545454545454545,2096.242220250884,-0.8113382001774204,2003-12-30,2008-05-22
SingleAgentPPO,0,MSFT,0.02750527802212477,0.10246730277078017,0.3160382213306969,0.45117122240531515,-0.1405421235791906,0.19570842763469773,0.4944547134935305,12517.661085523585,0.1265894976971227,0.00045167118337850043,0.027587385719725965,0.10246494526374268,0.3168230737392146,0.45225996045150646,-0.14054212357919094,0.19629264890238668,0.4944547134935305,12522.055782702966,0.12698502044326698,2003-12-30,2008-05-22
SingleAgentPPO,0,JPM,0.020381031825261076,0.1129459790971032,0.23471669259326278,0.36058399689911286,-0.17902959288914688,0.11384169229430569,0.4924953095684803,12140.857451323833,0.09267717061914493,0.018518518518518517,0.023716406863666828,0.11297520320784694,0.26357087640961463,0.40417504198951315,-0.17385227674067072,0.136417004759988,0.5019120458891013,12316.159337798048,0.10845434040182433,2003-12-30,2008-05-22
SingleAgentPPO,0,BAC,0.00964061348208789,0.09985769990577617,0.14577294794062307,0.21483597415743616,-0.16627070579746694,0.05798143115980422,0.510036496350365,11589.4199638987,0.04304779675088288,0.00045167118337850043,0.00972110869929077,0.0998571665287416,0.14657161419025783,0.21598369177057092,-0.16627070579746706,0.05846555262195116,0.510036496350365,11593.479447426966,0.04341315026842696,2003-12-30,2008-05-22
SingleAgentPPO,0,MS,-0.007499748847140997,0.3090847931291429,0.12825436838768012,0.1926462560760663,-0.5025198330818357,-0.014924284283760116,0.5022706630336058,10749.681447539342,-0.03252866972145918,0.0009033423667570009,-0.007341252806637111,0.3090836410004414,0.12877040138935758,0.193404331476689,-0.5025198330818359,-0.014608881726348858,0.5022706630336058,10757.224517227854,-0.031849793449493125,2003-12-30,2008-05-22
SingleAgentPPO,0,CAT,0.09850561859009899,0.12841148424490967,0.7961844451421785,1.0712700136703672,-0.144134970012058,0.6834262260009367,0.5376930063578564,16787.88899900721,0.5109100099106487,0.00045167118337850043,0.098593710868641,0.12840724510628335,0.7968312149791477,1.0721131494573979,-0.14413497001205855,0.6840374050821427,0.5376930063578564,16793.80376832915,0.5114423391496237,2003-12-30,2008-05-22
SingleAgentPPO,0,RTX,0.06194314060405026,0.09204060725387614,0.6989758461440442,1.1481120067761854,-0.0950344742703978,0.6517965304654174,0.5167724388032638,14468.270330906294,0.30214432978156647,0.00045167118337850043,0.062027692910346266,0.09204101271383183,0.6998384115123676,1.1495338888507431,-0.09503447427039846,0.6526862318810847,0.5167724388032638,14473.33144990791,0.3025998304917119,2003-12-30,2008-05-22
SingleAgentPPO,0,BA,0.17981216491694507,0.2212696629518377,0.857827429473112,1.4340413211756082,-0.3162654981164361,0.5685481533326963,0.5167724388032638,22973.182819963957,1.067586453796756,0.0009033423667570009,0.18000087355521655,0.22126648033056376,0.8585599386768568,1.435062138408704,-0.3162654981164359,0.569144831248547,0.5167724388032638,22989.32882190754,1.0690395939716786,2003-12-30,2008-05-22
SingleAgentDQN,0,PORTFOLIO,-0.055317755632531496,0.05905507959765519,-0.9339943635980547,-1.3328875444973898,-0.2522453602986783,-0.21930138008100897,0.4918625678119349,77881.41658299255,-0.22118583417007454,0.05911873933554149,-0.024637284650167568,0.05963009322599167,-0.3885230286256598,-0.5560151369219241,-0.17877375280032426,-0.13781265014716904,0.5027124773960217,89620.72333486688,-0.10379276665133119,2003-12-30,2008-05-22
SingleAgentDQN,0,NVDA,-0.20263395836997322,0.24566838151043627,-0.7964909077847657,-0.7707548352493238,-0.6468587812021509,-0.31325841784722985,0.41884057971014493,4109.168718108961,-0.6301748153701936,0.23577235772357724,-0.16871692953237838,0.24557115767924625,-0.627444972597628,-0.5805275587039387,-0.6035011956897938,-0.2795635381294269,0.49829351535836175,4934.30545401751,-0.555912509138424,2003-12-30,2008-05-22
SingleAgentDQN,0,AAPL,0.11411006011107339,0.24023973323989242,0.5707448668012433,0.7290125421575869,-0.511531353363746,0.2230753977458164,0.5200364298724954,17861.005797324517,0.6074905217592064,0.1784101174345077,0.14977084008235808,0.2400762376742081,0.7022233474542966,0.8966414720328828,-0.48510551065404595,0.30873869043546587,0.5265567765567766,20512.29383916082,0.8461064455244736,2003-12-30,2008-05-22
